0	0	32	102
1	0	42	98
2	0	127	104
3	0	32	102
4	0	79	104
5	0	42	98
6	0	32	102
7	0	127	104
8	0	32	102
9	0	79	104
10	0	32	102
11	0	32	102
12	0	207	100
13	0	79	104
14	0	79	104
15	0	127	104
16	0	47	100
17	0	32	102
18	0	32	102
19	0	32	102
20	0	32	102
21	0	127	104
22	0	32	102
23	0	32	102
24	0	32	102
25	0	32	102
26	0	32	102
27	0	32	102
28	0	32	102
29	0	32	102
30	0	47	100
31	0	42	98
32	0	32	102
33	0	42	98
34	0	127	104
35	0	47	100
36	0	32	102
37	0	32	102
38	0	32	102
39	0	42	98
40	0	32	102
41	0	32	102
42	0	42	98
0	1	32	102
1	1	32	102
2	1	32	102
3	1	32	102
4	1	127	104
5	1	47	100
6	1	32	102
7	1	79	104
8	1	32	102
9	1	32	102
10	1	32	102
11	1	32	102
12	1	32	102
13	1	127	104
14	1	32	102
15	1	32	102
16	1	32	102
17	1	207	100
18	1	32	102
19	1	79	104
20	1	32	102
21	1	32	102
22	1	32	102
23	1	32	102
24	1	32	102
25	1	79	104
26	1	127	104
27	1	79	104
28	1	32	102
29	1	32	102
30	1	32	102
31	1	79	104
32	1	32	102
33	1	32	102
34	1	32	102
35	1	32	102
36	1	32	102
37	1	32	102
38	1	32	102
39	1	32	102
40	1	32	102
41	1	42	98
42	1	32	102
0	2	127	104
1	2	32	102
2	2	32	102
3	2	32	102
4	2	32	102
5	2	32	102
6	2	42	98
7	2	32	102
8	2	32	102
9	2	47	100
10	2	79	104
11	2	32	102
12	2	32	102
13	2	32	102
14	2	32	102
15	2	32	102
16	2	79	104
17	2	32	102
18	2	47	100
19	2	42	98
20	2	32	102
21	2	32	102
22	2	32	102
23	2	32	102
24	2	207	100
25	2	32	102
26	2	32	102
27	2	207	100
28	2	32	102
29	2	207	100
30	2	32	102
31	2	32	102
32	2	32	102
33	2	127	104
34	2	32	102
35	2	32	102
36	2	42	98
37	2	32	102
38	2	207	100
39	2	79	104
40	2	32	102
41	2	32	102
42	2	32	102
0	3	32	102
1	3	32	102
2	3	207	100
3	3	32	102
4	3	32	102
5	3	42	98
6	3	79	104
7	3	32	102
8	3	207	100
9	3	207	100
10	3	32	102
11	3	47	100
12	3	32	102
13	3	32	102
14	3	42	98
15	3	32	102
16	3	32	102
17	3	32	102
18	3	32	102
19	3	207	100
20	3	32	102
21	3	207	100
22	3	32	102
23	3	47	100
24	3	32	102
25	3	32	102
26	3	47	100
27	3	32	102
28	3	32	102
29	3	32	102
30	3	127	104
31	3	32	102
32	3	207	100
33	3	207	100
34	3	32	102
35	3	32	102
36	3	42	98
37	3	32	102
38	3	32	102
39	3	32	102
40	3	32	102
41	3	42	98
42	3	32	102
0	4	47	100
1	4	32	102
2	4	32	102
3	4	32	102
4	4	32	102
5	4	207	100
6	4	47	100
7	4	32	102
8	4	32	102
9	4	32	102
10	4	32	102
11	4	47	100
12	4	32	102
13	4	42	98
14	4	32	102
15	4	127	104
16	4	47	100
17	4	32	102
18	4	32	102
19	4	32	102
20	4	127	104
21	4	32	102
22	4	32	102
23	4	79	104
24	4	32	102
25	4	207	100
26	4	127	104
27	4	32	102
28	4	47	100
29	4	32	102
30	4	127	104
31	4	32	102
32	4	32	102
33	4	79	104
34	4	79	104
35	4	32	102
36	4	32	102
37	4	207	100
38	4	32	102
39	4	32	102
40	4	79	104
41	4	32	102
42	4	32	102
0	5	207	100
1	5	207	100
2	5	42	98
3	5	207	100
4	5	32	102
5	5	32	102
6	5	207	100
7	5	127	104
8	5	32	102
9	5	32	102
10	5	47	100
11	5	32	102
12	5	32	102
13	5	32	102
14	5	79	104
15	5	32	102
16	5	79	104
17	5	32	102
18	5	32	102
19	5	42	98
20	5	32	102
21	5	32	102
22	5	32	102
23	5	79	104
24	5	207	100
25	5	42	98
26	5	42	98
27	5	207	100
28	5	32	102
29	5	127	104
30	5	32	102
31	5	32	102
32	5	79	104
33	5	32	102
34	5	32	102
35	5	127	104
36	5	79	104
37	5	32	102
38	5	79	104
39	5	207	100
40	5	207	100
41	5	32	102
42	5	32	102
0	6	207	100
1	6	32	102
2	6	32	102
3	6	127	104
4	6	32	102
5	6	79	104
6	6	42	98
7	6	42	98
8	6	79	104
9	6	32	102
10	6	32	102
11	6	32	102
12	6	32	102
13	6	32	102
14	6	32	102
15	6	32	102
16	6	207	100
17	6	32	102
18	6	127	104
19	6	32	102
20	6	127	104
21	6	32	102
22	6	32	102
23	6	32	102
24	6	32	102
25	6	42	98
26	6	32	102
27	6	32	102
