0	0	32	102
1	0	42	98
2	0	32	102
3	0	127	104
4	0	207	100
5	0	207	100
6	0	127	104
7	0	47	100
8	0	79	104
9	0	32	102
10	0	79	104
11	0	42	98
12	0	32	102
13	0	47	100
14	0	127	104
15	0	127	104
16	0	207	100
17	0	32	102
18	0	207	100
19	0	47	100
20	0	79	104
21	0	47	100
22	0	32	102
23	0	207	100
24	0	79	104
25	0	32	102
26	0	32	102
27	0	79	104
28	0	42	98
29	0	42	98
30	0	127	104
31	0	47	100
32	0	79	104
33	0	47	100
34	0	127	104
35	0	47	100
36	0	42	98
37	0	42	98
38	0	127	104
39	0	32	102
40	0	32	102
41	0	32	102
42	0	32	102
0	1	207	100
1	1	32	102
2	1	32	102
3	1	42	98
4	1	42	98
5	1	32	102
6	1	47	100
7	1	127	104
8	1	47	100
9	1	47	100
10	1	79	104
11	1	207	100
12	1	207	100
13	1	32	102
14	1	42	98
15	1	207	100
16	1	42	98
17	1	79	104
18	1	47	100
19	1	42	98
20	1	79	104
21	1	47	100
22	1	42	98
23	1	207	100
24	1	32	102
25	1	32	102
26	1	47	100
27	1	127	104
28	1	47	100
29	1	42	98
30	1	207	100
31	1	47	100
32	1	32	102
33	1	47	100
34	1	32	102
35	1	32	102
36	1	207	100
37	1	42	98
38	1	32	102
39	1	47	100
40	1	79	104
41	1	47	100
42	1	207	100
0	2	42	98
1	2	42	98
2	2	32	102
3	2	207	100
4	2	32	102
5	2	207	100
6	2	47	100
7	2	32	102
8	2	47	100
9	2	79	104
10	2	127	104
11	2	32	102
12	2	207	100
13	2	32	102
14	2	42	98
15	2	42	98
16	2	47	100
17	2	47	100
18	2	79	104
19	2	32	102
20	2	79	104
21	2	127	104
22	2	32	102
23	2	47	100
24	2	32	102
25	2	207	100
26	2	42	98
27	2	32	102
28	2	32	102
29	2	127	104
30	2	207	100
31	2	32	102
32	2	79	104
33	2	32	102
34	2	47	100
35	2	32	102
36	2	47	100
37	2	207	100
38	2	79	104
39	2	127	104
40	2	127	104
41	2	79	104
42	2	32	102
0	3	207	100
1	3	42	98
2	3	32	102
3	3	32	102
4	3	32	102
5	3	207	100
6	3	207	100
7	3	79	104
8	3	79	104
9	3	47	100
10	3	207	100
11	3	79	104
12	3	47	100
13	3	32	102
14	3	32	102
15	3	79	104
16	3	207	100
17	3	207	100
18	3	127	104
19	3	32	102
20	3	47	100
21	3	32	102
22	3	127	104
23	3	42	98
24	3	32	102
25	3	32	102
26	3	127	104
27	3	32	102
28	3	127	104
29	3	32	102
30	3	79	104
31	3	32	102
32	3	127	104
33	3	42	98
34	3	127	104
35	3	127	104
36	3	42	98
37	3	207	100
38	3	32	102
39	3	32	102
40	3	32	102
41	3	79	104
42	3	79	104
0	4	32	102
1	4	42	98
2	4	47	100
3	4	32	102
4	4	47	100
5	4	207	100
6	4	79	104
7	4	47	100
8	4	79	104
9	4	207	100
10	4	32	102
11	4	207	100
12	4	127	104
13	4	42	98
14	4	32	102
15	4	127	104
16	4	207	100
17	4	207	100
18	4	127	104
19	4	32	102
20	4	42	98
21	4	32	102
22	4	42	98
23	4	32	102
24	4	127	104
25	4	127	104
26	4	32	102
27	4	207	100
28	4	127	104
29	4	42	98
30	4	42	98
31	4	42	98
32	4	32	102
33	4	42	98
34	4	79	104
35	4	79	104
36	4	127	104
37	4	32	102
38	4	79	104
39	4	42	98
40	4	47	100
41	4	47	100
42	4	42	98
0	5	32	102
1	5	47	100
2	5	127	104
3	5	32	102
4	5	79	104
5	5	32	102
6	5	47	100
7	5	32	102
8	5	32	102
9	5	207	100
10	5	47	100
11	5	42	98
12	5	42	98
13	5	42	98
14	5	207	100
15	5	79	104
16	5	32	102
17	5	79	104
18	5	47	100
19	5	42	98
20	5	42	98
21	5	32	102
22	5	32	102
23	5	79	104
24	5	32	102
25	5	79	104
26	5	207	100
27	5	32	102
28	5	79	104
29	5	207	100
30	5	127	104
31	5	127	104
32	5	207	100
33	5	42	98
34	5	79	104
35	5	207	100
36	5	32	102
37	5	47	100
38	5	79	104
39	5	79	104
40	5	47	100
41	5	32	102
42	5	79	104
0	6	79	104
1	6	32	102
2	6	32	102
3	6	32	102
4	6	32	102
5	6	32	102
6	6	127	104
7	6	32	102
8	6	32	102
9	6	32	102
10	6	207	100
11	6	42	98
12	6	32	102
13	6	32	102
14	6	47	100
15	6	42	98
16	6	207	100
17	6	32	102
18	6	32	102
19	6	32	102
20	6	127	104
21	6	32	102
22	6	32	102
23	6	127	104
24	6	79	104
25	6	32	102
26	6	32	102
27	6	47	100
